Time,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,ref
-4000.0000,36.2798,58.6721,47.9533,-21.2366,41.8502,-23.5699,20.1272,13.9015,56.0866,50.3888,-86.0979,-7.4822,-56.0020,-35.1514,-88.8718,-17.8752,57.9864,-12.1571,27.4825,-47.7821
-3992.1875,25.9569,83.8783,0.7837,-32.5072,-5.4538,-34.8296,-63.4575,3.2766,-27.9179,40.3016,-61.3976,18.5845,-49.5219,63.3557,-27.1963,43.9651,82.9939,-58.2694,52.9887,-59.5297
-3984.3750,21.8438,80.2940,-1.1758,-37.5684,29.4477,-38.8868,7.1573,0.8528,-29.7229,-35.5904,-65.4993,15.8534,-34.5400,23.0504,-31.3265,3.9996,114.2016,-63.1885,118.6864,-100.0808
-3976.5625,33.9319,57.9067,50.0621,-61.4317,43.5419,-62.7427,57.9665,-22.3750,-52.3262,-95.2848,19.5960,-44.6727,16.5659,-1.0529,-19.2596,-56.7612,127.6197,-16.9038,130.5855,-124.4287
-3968.7500,116.1288,140.6237,66.4052,-15.1892,59.7368,-46.4964,-36.1336,-6.5064,-145.8391,-77.8812,107.8010,-28.1009,60.0278,-22.0572,31.9055,-77.4203,69.1408,-40.5260,72.5787,-219.6801
-3960.9375,163.9251,118.9463,77.3549,-38.3465,70.5336,-36.6503,84.3737,4.9594,-60.7451,-103.8826,43.6020,19.0701,38.3520,-122.4649,3.6703,-140.4882,46.2626,-64.5464,84.1637,-173.3260
-3953.1250,138.8668,94.4170,52.4458,-64.3493,45.4746,-62.6539,59.0194,15.5733,-85.5134,-91.7310,90.5575,-6.6016,75.3619,-75.7176,87.5856,-130.3987,57.5389,-54.4106,58.8979,-199.8192
-3945.3125,103.7101,129.7955,50.4342,-30.4449,43.3125,-65.7504,56.5597,50.0914,-13.3839,-19.6778,49.4130,-9.3668,40.2736,-79.0740,46.4008,-96.4106,-48.2931,-56.3772,-11.4739,-166.4146
-3937.5000,24.4915,87.1220,-0.6324,-4.5925,-7.9052,-6.8956,42.0540,72.5577,-28.2936,39.3285,-3.7796,-24.1816,-5.4247,-20.4821,-6.8362,-0.4721,-91.1781,5.6095,-54.8926,-35.0564
-3929.6875,-24.3737,108.7966,-87.3531,15.6127,-57.7777,14.3118,-82.1084,95.3769,-77.8571,25.6848,54.3855,-2.6487,14.3190,37.4632,51.2877,20.8180,-104.7195,25.9426,-33.9651,-50.3547
-3921.8750,-25.5400,72.1683,-57.3754,-22.4799,-27.9524,7.2208,58.4368,51.8943,26.2898,-17.2678,45.2495,-46.4155,30.0717,-43.9005,42.1143,-60.1991,-141.5572,23.9754,-0.3347,52.0473
-3914.0625,-72.2097,-7.9614,-104.8973,-69.0644,-75.6275,-4.3664,10.4839,40.9077,51.9296,45.2723,143.6150,-57.6835,66.5325,-18.7634,103.4420,-34.7135,-151.8934,12.5131,23.7889,39.9480
-3906.2500,-51.9258,-93.1320,-84.4734,-49.6874,-92.3613,-21.9961,30.4708,60.8705,146.5077,102.7543,124.9358,-74.9877,62.7001,-36.6719,121.7169,-52.2755,-165.2784,-38.9979,8.8551,58.7933
-3898.4375,-85.2471,-161.9025,-85.6515,-119.9033,-57.6936,-61.2194,100.8612,-16.7689,217.4839,63.6227,119.6572,-76.8869,83.5378,-76.1809,153.3879,-54.4405,-130.2602,-4.1052,8.3200,128.0399
-3890.6250,-19.2144,-128.3250,-52.4792,-88.7674,-60.6762,-29.0915,-13.4042,-20.0620,104.7910,23.8332,188.7398,-44.4366,93.9114,28.6624,148.4155,13.7480,-167.8868,-41.8567,-99.8648,123.6250
-3882.8125,-87.0754,-56.6512,-92.2009,-17.5232,-100.5570,4.1436,21.4344,14.7468,101.1961,57.1376,73.9204,62.1154,19.3247,25.5982,70.5403,48.0344,-236.4135,-41.5073,-132.9580,229.3121
-3875.0000,-166.9483,-64.9772,-175.9315,-62.2702,-184.4473,-7.6133,-26.7343,3.5543,18.5916,83.4402,61.0999,51.6774,-1.6495,123.5469,94.6631,145.3307,-209.9400,18.8474,-37.0520,253.9984
-3867.1875,-119.0756,-52.5492,-161.9208,-51.2576,-133.5967,5.3848,-13.1597,17.1109,31.7317,60.4913,110.0293,27.9926,32.7370,99.2556,106.5429,85.3842,-232.7198,-40.0498,-25.3965,229.4269
-3859.3750,-129.9068,-97.8205,-137.6148,-62.9419,-146.4513,-8.3117,47.7277,3.9708,56.1780,48.8372,58.2553,51.6112,15.3108,86.2593,91.7222,72.7333,-173.2062,18.3557,-36.4446,252.1597
