Time,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,ref
-4000.0000,-21.3063,-6.9076,0.3396,-3.7407,-21.9275,-42.1822,-66.3944,-7.9866,89.8672,70.0676,13.7868,4.0277,-12.1467,-14.6280,-24.5923,-2.8585,39.5390,-1.9474,-49.0636,59.2139
-3992.1875,-36.9719,11.6555,-9.4875,122.9164,12.1755,21.8278,-2.8744,94.7469,-210.9586,-11.1880,5.6703,-41.3272,16.3821,12.6336,2.6618,25.7546,-9.0939,53.6765,40.9122,-95.0683
-3984.3750,112.5313,89.2173,71.8432,96.7215,29.8265,-8.0080,114.8056,-7.3594,-53.6358,-75.2997,-96.2983,77.4617,61.0586,-53.9634,10.0621,-3.4874,-33.5780,-112.5656,-124.9666,-49.2073
-3976.5625,-10.6767,40.7084,-95.5547,79.8244,-35.1496,44.4553,-90.2288,-28.1610,-109.9889,-58.1002,-78.9748,93.5504,40.0351,72.7370,-11.2355,86.5755,-15.7640,116.5091,-3.5354,4.9684
-3968.7500,85.5619,50.3491,46.4903,70.3868,36.6155,77.3774,88.1938,42.5057,-295.9171,-96.4691,26.8083,-19.9208,-0.5288,-4.1169,-14.0707,9.0836,-24.5054,1.0327,21.3566,-144.4209
-3960.9375,43.2004,6.8114,-40.0732,-6.6527,-28.8986,26.6994,37.0225,-7.4260,60.5857,74.5689,-23.0199,-33.9842,-50.6921,-18.5766,-28.5067,32.9890,40.1545,-41.0564,-21.3631,-9.4039
-3953.1250,6.1681,-13.3821,-37.3130,26.6612,2.0387,103.3771,3.1858,107.0070,-228.5715,-67.0427,54.5114,-103.6956,-46.5109,58.3213,-24.5994,73.2591,4.1631,99.2154,118.2868,-115.0331
-3945.3125,134.8573,42.5036,22.1543,14.6726,18.9634,162.7586,135.0710,56.1415,-130.0338,-79.9640,4.7543,-43.7187,-23.6294,-29.0982,-38.9852,-13.7815,-42.1318,-53.8374,-35.3678,-90.9646
-3937.5000,-52.8664,-34.6076,-177.8048,-31.7270,-37.9062,146.7341,7.5490,76.8706,-70.8610,52.7254,-83.4053,-23.1444,-40.1424,65.0858,-54.7663,80.7843,-52.8244,145.7134,93.5870,4.7258
-3929.6875,7.4982,-20.6469,-108.6715,-6.0215,13.9674,179.8143,114.1308,147.7210,-293.6204,-96.4988,-50.4526,-99.4776,-6.5504,61.3763,-21.4435,40.4633,-61.4211,66.3692,153.6601,-144.4976
-3921.8750,38.6272,18.4462,-153.7887,-9.5643,-24.6365,132.6447,67.4699,28.3224,30.3909,-141.9765,-95.7580,1.9465,21.7918,52.3995,-31.3712,-42.1224,5.7354,61.7578,43.4760,-41.9669
-3914.0625,-44.6507,2.0444,-200.3285,48.4990,-5.9844,160.0724,-16.6018,93.5335,-235.0038,-186.8569,-31.4668,-44.0290,85.7352,42.0179,-3.7024,21.8897,64.4995,189.7634,205.9117,-123.8316
-3906.2500,152.9896,78.3127,6.0362,70.4716,31.3430,109.4013,116.2468,43.6541,-172.5129,-198.8564,-7.2678,-57.1119,72.5796,-118.4728,18.8745,-64.2049,87.1623,-104.3485,16.2404,-135.8114
-3898.4375,48.5751,63.8567,-110.6737,72.3951,-45.8909,-7.3206,-73.9592,-73.2835,6.9575,-128.9004,22.8715,46.7649,29.3768,-50.0088,-23.6004,39.6536,124.7767,-32.5029,52.5111,43.1679
-3890.6250,84.3611,92.2893,-33.1938,143.5285,5.2855,34.1670,3.0329,5.9964,-279.4061,-232.7559,66.2148,15.8309,35.3755,-9.3453,-18.8743,8.7136,90.5861,-67.4446,88.0015,-60.6682
-3882.8125,72.9185,89.9456,-86.9604,97.4132,-28.6785,-19.5913,21.7872,-119.9735,34.9900,-65.8599,-60.6974,108.6417,17.1199,-25.9496,0.6047,-44.4923,45.1501,-77.6507,6.2344,70.2430
-3875.0000,-118.2403,16.2531,-287.4515,116.6022,-52.4080,-0.0506,-31.1785,-26.6369,-90.3135,-44.6678,-3.3050,92.7499,38.1665,29.7501,20.3778,11.6153,-4.9785,82.4650,165.7851,55.4616
-3867.1875,45.3583,71.7481,-112.1832,104.5511,11.0308,-9.7501,141.6198,2.4669,-133.8954,-125.7504,24.8526,84.5966,66.9681,-52.8047,48.9055,-70.5298,-15.3668,-105.6828,-22.9057,-25.5907
-3859.3750,9.3058,30.9772,-194.5810,32.8399,-67.4137,-54.1041,-50.2162,-115.0842,117.9071,14.5201,-55.6468,112.7945,58.1259,13.9834,40.7891,-3.3305,-15.4093,-0.4847,-59.2430,114.7136
-3851.5625,-21.0031,-40.4260,-145.2493,39.8818,-5.7624,31.2946,34.7135,44.1322,-125.5610,-81.4728,30.6040,-58.2648,72.0395,62.5175,126.4283,45.6162,-148.7115,40.4729,17.2020,-18.2456
-3843.7500,12.8581,-56.3404,-115.7645,-65.9264,1.4408,24.8422,100.8214,1.5050,127.1230,-13.3253,60.9969,-26.1736,102.1051,-53.8059,120.2232,2.6989,-184.8700,-101.4433,-55.2075,86.9350
-3835.9375,-90.8909,-124.0555,-263.9049,-170.3315,-13.7102,24.7916,-9.6904,75.2862,55.2112,-11.7778,97.7882,-63.6753,138.5753,-17.7226,119.4188,75.1893,-147.6319,75.0495,156.7894,124.5233
-3828.1250,46.0190,-77.6854,-115.3918,-174.0718,59.7208,24.4059,210.4455,76.7318,21.9043,-83.6060,26.2488,-98.5298,139.6978,-89.9926,157.2705,-69.6727,-185.7433,-68.8132,117.4393,16.7432
-3820.3125,-20.3637,-75.2738,-265.1851,-205.1100,-15.2623,-51.2830,133.2801,1.8692,315.3147,99.2678,-121.5935,9.3215,100.5197,-129.5686,117.8179,-34.8323,-145.1489,6.0131,120.7831,162.6687
-3812.5000,-74.0003,-54.5884,-206.2423,-48.3889,14.4754,6.7869,118.8562,134.7718,-28.5543,49.8781,10.3036,-42.0825,50.0913,-107.3807,67.1150,-13.2312,-128.8028,57.6077,206.9004,39.3343
-3804.6875,47.7841,12.6470,-41.8864,-30.2630,16.9119,-47.7387,172.8545,43.0776,174.9654,31.8662,65.6009,-24.0924,-41.9340,-163.7985,10.8155,-141.2393,-5.0599,-135.4172,48.4106,58.3813
-3796.8750,-55.8340,-11.0490,-116.9546,-28.5339,-26.6435,-85.6663,-11.5545,5.9797,176.1019,32.4521,102.4955,12.4926,-41.3552,-90.6210,-24.8835,-67.6480,67.2853,6.1736,120.5308,96.0336
-3789.0625,104.1045,45.7825,57.5293,26.7577,26.4201,-59.0353,51.6056,34.4465,-88.2505,-85.4424,130.9518,-33.3861,22.7769,-63.9030,1.9749,-77.5160,53.1768,-114.6829,34.2201,-58.7872
-3781.2500,19.1043,30.6919,-0.9343,-22.9060,-34.3907,-79.3534,-43.1688,-60.0417,186.4697,41.7051,0.4502,92.7867,0.9541,-11.1444,-19.1171,-24.3398,75.1188,-93.5006,-50.0428,68.4416
-3773.4375,-43.4086,-2.7602,-25.9200,20.9343,-37.9255,5.8394,-141.4484,26.9827,-93.3285,-54.6533,13.4427,32.4556,14.6328,111.1262,-6.7033,62.3407,13.5556,20.2020,97.2203,-27.8358
-3765.6250,86.0381,41.8123,109.0539,-25.2673,0.2579,-6.0097,-7.7551,-20.0295,6.8014,-102.0749,2.3915,58.0672,3.2714,26.3407,-18.3330,-23.0354,2.9331,-132.1657,-19.5665,-38.1845
-3757.8125,-64.8727,-28.0118,-53.3388,-71.8168,-32.5004,-22.2122,-134.4192,-36.3934,66.6022,-43.8402,22.9811,78.3374,60.5622,83.2069,-34.3134,34.2476,-8.0440,32.1234,74.2983,57.1225
-3750.0000,37.8661,-38.2829,58.9145,-37.6996,52.6958,54.2447,14.5718,77.9110,-186.9915,-185.9754,64.2199,-102.7520,100.5066,49.7263,42.3644,1.1871,-114.3797,-38.9305,106.8257,-48.9411
-3742.1875,35.7727,-54.6164,-22.6715,-109.4348,11.6238,44.8518,41.7325,-3.6409,174.5765,-45.9785,-90.3973,-72.6910,55.6070,4.3819,33.1990,29.2621,-114.5641,-5.8579,-0.5036,91.1383
-3734.3750,-103.7274,-104.4478,-130.6684,-74.5670,5.3463,122.0647,-29.5166,110.4101,-41.2698,-5.3945,-123.4002,-143.0319,22.3108,6.6407,73.6340,106.9356,-113.1494,205.8294,210.7879,21.8159
-3726.5625,3.4970,-64.9243,-15.9502,-70.9876,45.0631,126.9852,159.9539,117.1695,2.5481,1.8630,-153.6940,-137.6805,28.7124,-98.4028,115.7717,39.2980,-146.0421,-2.7966,71.7831,-44.8259
-3718.7500,-112.2767,-86.2106,-179.2456,-80.4119,-37.7178,35.9041,-4.5726,63.9241,134.3899,133.1192,-134.0002,-43.3228,-24.8860,-40.4462,61.9106,95.6591,-119.9395,127.5819,96.7814,86.5381
-3710.9375,-56.6620,-64.6541,-80.1514,10.5764,28.5210,27.2320,95.3105,166.0998,-167.4076,14.7571,4.0994,-126.5756,2.9222,-51.0867,89.4571,50.4296,-167.4515,43.3703,117.2067,-31.7205
-3703.1250,19.9683,-33.5390,-41.0510,-53.4289,4.2392,-44.4381,133.2197,20.2779,166.7946,90.3853,-103.8102,-50.8264,-32.2622,-85.7388,91.0084,14.1909,-125.9736,-90.8601,17.6268,81.0063
-3695.3125,-59.8158,-60.1667,-163.3683,-28.8356,-28.6475,-19.4991,10.7236,84.0654,47.5916,80.6105,-151.1265,-61.4838,-6.8440,12.2199,117.1636,114.5615,-135.9104,74.5349,147.6672,71.3292
-3687.5000,51.9630,-22.5949,-5.1275,-20.6848,21.2330,29.0013,132.8019,96.4225,-12.0995,20.3618,-101.8930,-87.6110,6.1294,24.7227,55.8793,-20.5216,-128.3072,-59.5339,14.2722,-25.8230
-3679.6875,-67.4429,-68.4386,-136.0925,-68.7391,-53.9671,44.2948,-71.3095,39.5691,189.0341,110.9014,-47.8708,-32.9301,-14.0950,77.0207,-1.6054,-3.8113,-70.9006,103.1893,-0.3244,101.8315
