Time,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,ref
-4000.0000,-5.5421,-52.7668,26.0342,-72.0345,22.5470,55.4961,-78.2210,22.5065,-34.5448,-25.6485,123.0647,-15.6384,-33.0372,12.3019,-20.8357,12.1774,-18.2021,55.0152,6.2086,-10.9011
-3992.1875,-36.1578,-82.1651,-5.1019,-103.9037,-8.6088,61.7805,110.1332,64.4966,25.4284,-20.2421,-15.7632,-47.4384,-64.2235,18.0080,-52.5450,18.0413,-29.1940,132.3627,82.0098,-5.5282
-3984.3750,-104.9799,-82.7682,-36.4371,-68.9815,107.0377,30.8578,40.2825,70.2858,0.9247,57.9731,65.2356,-42.4425,-97.6185,22.5154,-158.4537,22.7098,-36.3575,169.5003,84.6094,-74.3582
-3976.5625,-12.3955,-61.9816,21.6307,-48.6694,166.0806,16.3295,96.8290,55.4796,29.9562,42.5909,15.6505,-58.0529,-76.6125,-28.5821,-99.9519,8.7845,1.3697,87.0292,106.6200,-52.7894
-3968.7500,-72.5666,-16.9487,-40.0616,-4.1106,66.3609,-44.9518,180.6416,29.9268,49.9955,53.4762,-7.6701,-10.4167,-102.3680,19.5723,-89.2023,20.1142,-13.6573,98.8057,46.8873,-41.9688
-3960.9375,7.9079,62.7320,44.8954,40.0891,115.3033,-69.5925,-29.9088,-30.9790,-47.3667,-7.9775,80.6823,37.8640,-55.4795,30.3763,-77.8033,-4.9072,30.2061,3.2304,-48.1840,-67.5066
-3953.1250,-20.5229,138.5136,-23.0577,150.3866,-26.6592,-27.1366,47.6616,47.2223,-5.0535,33.6790,-21.8677,79.2417,-51.4983,36.2706,-73.2984,37.1687,44.6366,-59.2438,-41.1482,-25.9424
-3945.3125,-89.8181,104.4375,-94.8643,150.8272,-98.4659,12.4610,-98.6169,86.5758,-19.6720,108.4905,55.7551,80.7656,-50.3712,74.3159,-71.6423,75.3945,4.4148,-21.5687,-73.9604,-24.2350
-3937.5000,27.2988,79.7580,28.7333,160.6616,-47.8705,25.4539,-123.4900,100.3274,-17.4415,84.7033,34.7923,19.6820,-37.8480,50.7584,-21.5771,16.0243,66.6169,-44.5055,-97.3668,-48.1305
-3929.6875,58.0069,109.6804,23.9208,120.0990,-127.6876,-15.9531,16.2555,57.6820,20.0989,115.5186,31.4405,50.2038,-44.7314,8.8031,-27.9131,10.2589,51.3480,-47.8419,-137.1733,-17.4238
-3921.8750,167.4560,112.3549,100.8521,87.2825,24.2525,-122.6214,-127.2606,-85.2258,-33.7085,82.0941,111.8530,16.4775,32.1329,-61.3998,12.5037,-22.7514,74.6957,-79.4321,-168.2191,-13.9723
-3914.0625,125.0404,105.1764,56.9211,79.6144,-20.6563,-129.1377,83.3987,-92.9752,26.7703,0.8241,33.4112,7.8936,60.1471,-69.4599,78.0794,-30.6126,49.4178,-119.8780,-69.1055,14.6296
-3906.2500,59.5680,72.9454,-51.0682,46.8955,-17.6251,-161.7095,195.0072,-161.7734,56.9854,3.5128,38.9460,10.2602,25.1040,-29.5691,80.6066,9.4795,-15.7229,-149.3757,-29.0509,54.1824
-3898.4375,64.4084,42.0208,-8.7492,15.4773,24.7045,-155.9861,125.9044,-193.2698,42.2788,-64.4928,46.7959,14.9247,29.3547,-24.3805,158.4404,14.8757,-16.3471,-178.5858,12.2991,59.0372
-3890.6250,48.7420,62.5978,-63.9429,34.5591,-141.4846,-138.7690,215.3163,-139.2580,54.0687,-83.9824,-6.8529,69.0935,-26.9021,-5.6876,138.7715,68.7822,-13.5116,-87.2986,-36.8530,149.3965
