Time,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,ref
-4000.0000,48.4010,44.9689,2.1812,0.0387,-7.0520,-28.1370,0.0460,-35.9581,1.5939,6.6654,10.2859,-1.8838,-13.4743,-37.7749,39.7578,-63.2741,13.9646,-29.4874,19.5879,18.1588
-3992.1875,10.9658,112.8206,-39.1187,-2.4047,-11.6552,-32.3515,-41.5798,-40.3030,-3.0643,1.9298,-33.2642,141.1892,-18.2627,20.9377,-0.2498,-32.1245,11.5900,-67.5297,-88.7875,50.5970
-3984.3750,91.3522,-53.5480,83.3998,5.9684,36.5419,-58.7716,43.5923,-66.8570,9.0778,-97.0132,71.2523,42.0679,66.7498,10.7915,11.5459,50.8181,-49.9798,-59.7835,-115.3738,-11.1771
-3976.5625,-47.7095,-88.3691,44.4784,76.9038,71.2923,11.3481,-69.6808,-32.8709,-31.2149,-26.4144,10.3043,1.4860,27.3203,57.7870,-64.1020,120.2836,-13.9953,10.5195,-114.4028,59.5935
-3968.7500,20.6799,-90.7472,117.0122,109.2972,33.4952,46.9181,-143.5076,38.5738,-106.0628,46.6407,28.1422,0.3501,-47.6601,23.7630,9.7015,7.1745,88.4537,-62.7254,-151.9865,21.8153
-3960.9375,98.4929,-224.7504,159.9681,80.0917,-34.8980,14.8786,-101.9291,6.4133,10.4896,-94.9158,85.5608,-31.3997,-5.2398,6.8522,15.9078,11.4661,130.3111,-57.5707,-5.1667,27.4245
-3953.1250,42.8166,35.7268,25.4205,-11.6143,-59.7858,26.3390,-124.8474,17.7456,-14.4561,27.0174,11.8130,17.3379,6.6830,10.4656,-45.3895,23.2834,73.6751,-43.9069,-96.8412,76.5341
-3945.3125,93.9081,225.9711,79.6273,-67.5788,-41.9215,6.5457,-109.0120,-2.1753,-33.6533,-29.3092,44.3424,34.8135,24.3546,-26.8694,-26.9286,-34.1493,17.7994,-100.5028,-117.7713,20.3790
-3937.5000,-45.3881,50.8203,3.4528,-31.9534,28.5511,-32.6483,-74.5663,-5.5041,-0.2531,-68.0510,7.2630,30.8677,57.6318,17.0194,-102.8764,35.0129,18.5291,4.5166,-12.0860,90.8078
-3929.6875,-40.0428,-50.6998,46.9328,8.3171,34.6915,7.8161,-69.4668,35.8221,-68.2121,9.8627,17.7394,-0.4288,26.5657,10.6609,-60.1936,2.8255,22.9083,8.1957,-112.7483,59.8832
-3921.8750,9.8652,-107.7089,64.9672,-13.8643,52.3922,-48.1646,22.1987,-20.3003,-49.6148,-82.6837,64.0370,-56.1875,81.0645,-19.7281,32.0584,19.1813,-34.1710,127.4267,-63.8548,-32.5103
-3914.0625,-131.5757,-38.0777,-83.3644,90.6020,87.7527,-13.4946,57.5297,-22.7715,-125.3499,-47.5828,-46.4351,88.6988,42.2239,86.9614,-42.0247,90.1721,-35.6090,160.3132,-65.3020,-34.2618
-3906.2500,10.8815,138.4601,31.2049,160.9785,128.0208,-83.9261,98.7624,-56.3399,-84.1810,-80.5714,46.7148,18.4819,46.2799,-31.8456,-111.2030,-91.9427,70.8565,19.0883,-29.8569,-104.1236
-3898.4375,127.1990,42.8523,111.6495,101.2052,208.1480,-114.5193,104.8484,-124.0694,-4.1566,-183.7329,149.7804,-85.9064,89.1959,-117.5116,-141.5407,-196.1997,116.1846,28.7068,121.4504,-24.1444
-3890.6250,137.2698,-53.0114,157.8503,74.1867,144.0424,-106.3700,39.6839,-116.0520,-69.3921,-103.1559,145.5485,-40.5503,60.8642,-116.8213,-21.1459,-225.7021,125.2685,2.0805,24.5059,-15.4124
-3882.8125,107.6144,-84.6474,166.3184,78.4253,42.1918,-61.9829,48.7684,-71.7921,-24.3724,-131.3331,133.4107,-105.9464,69.7804,-104.3345,61.5000,-145.9657,23.6071,40.7047,28.8045,-117.4436
-3875.0000,-68.8874,-120.1573,16.9480,112.8306,39.5023,44.5482,9.0079,34.6086,-27.1955,-23.3742,28.9870,-72.2003,66.8505,3.4729,-87.7048,-2.0805,-12.9011,74.4890,28.2597,-83.3321
-3867.1875,83.1189,-41.1716,66.0863,121.7502,52.3173,19.5744,-15.2504,46.5091,-51.5216,-11.9203,81.5323,-96.9608,42.4217,-33.8164,-112.4056,-27.7066,-2.9014,12.7697,2.2114,-144.7267
-3859.3750,4.2011,-50.1219,-17.7050,77.7115,78.1870,7.6379,47.5553,-2.5523,11.2148,-96.4332,29.3838,-108.6895,31.0518,4.4230,-86.0524,69.7020,-47.8514,143.0966,133.2204,-119.0853
-3851.5625,-178.4675,-127.8235,-135.2506,69.9133,70.3098,72.9491,39.6122,99.6387,3.2165,42.3012,-74.7756,-7.1800,22.9280,80.2033,-93.4583,97.3715,-19.5519,169.6764,55.4823,-127.1936
-3843.7500,14.6299,-112.7848,68.9718,120.8694,53.1811,56.0112,22.4155,45.5815,-13.0326,-11.2218,82.6292,-60.9213,79.5492,-48.2907,-72.1050,-141.2141,-4.4965,114.9930,35.4850,-217.5602
-3835.9375,39.7318,-87.7599,127.1998,180.8293,38.0580,76.0658,-66.7776,28.5141,-66.2793,-27.7605,113.0530,-150.6679,64.1765,-78.7212,-123.7390,-158.7973,20.5605,103.3182,25.4928,-122.9278
-3828.1250,265.7785,-144.7967,216.3777,52.7414,-21.1075,53.0692,-52.0227,42.4001,-51.5791,-13.3473,185.0370,-210.4674,41.7544,-88.5980,-72.4277,-34.4100,-36.4247,-25.4105,-67.5570,-145.3441
-3820.3125,303.4549,-284.2474,218.1808,-51.7504,-19.6672,16.6616,-13.6602,42.8841,60.7161,-49.3458,205.9692,-209.6871,79.9426,-49.3235,-70.5269,112.5731,-175.8045,46.4658,-29.9980,-144.1687
