Train,Valid,Test
0.429,0.459,0.434
0.447,0.469,0.446
0.454,0.446,0.459
0.499,0.484,0.473
0.497,0.496,0.504
0.512,0.499,0.514
0.509,0.534,0.514
0.539,0.501,0.527
0.550,0.556,0.548
0.543,0.551,0.536
0.548,0.561,0.548
0.552,0.549,0.555
0.552,0.506,0.551
0.562,0.521,0.555
0.551,0.546,0.543
0.546,0.564,0.554
0.546,0.544,0.550
0.553,0.534,0.547
0.567,0.524,0.544
0.545,0.534,0.554
0.570,0.516,0.563
0.560,0.541,0.554
0.561,0.526,0.560
0.563,0.539,0.559
0.565,0.536,0.568
0.573,0.569,0.561
0.565,0.539,0.567
0.565,0.526,0.566
0.568,0.541,0.563
0.577,0.534,0.568
0.571,0.534,0.569
0.571,0.541,0.566
0.576,0.551,0.568
0.575,0.546,0.569
0.579,0.554,0.576
0.583,0.549,0.569
0.575,0.556,0.568
0.581,0.546,0.577
0.581,0.561,0.577
0.579,0.551,0.581
0.580,0.536,0.579
0.583,0.549,0.577
0.584,0.556,0.582
0.585,0.549,0.579
0.585,0.576,0.584
0.587,0.569,0.583
0.591,0.586,0.587
0.590,0.551,0.593
0.597,0.569,0.595
0.599,0.561,0.586
0.595,0.632,0.601
0.593,0.614,0.599
0.602,0.617,0.607
0.601,0.622,0.606
0.609,0.629,0.610
0.602,0.659,0.606
0.598,0.622,0.616
0.616,0.619,0.606
0.608,0.619,0.625
0.619,0.644,0.618
0.613,0.642,0.616
0.614,0.647,0.626
0.610,0.629,0.624
0.622,0.647,0.630
0.624,0.639,0.626
0.624,0.644,0.627
0.620,0.652,0.638
0.634,0.667,0.630
0.631,0.679,0.632
0.636,0.674,0.641
0.633,0.664,0.632
0.638,0.662,0.638
0.643,0.664,0.641
0.639,0.654,0.629
0.648,0.677,0.646
0.654,0.667,0.645
0.650,0.632,0.647
0.640,0.687,0.655
0.644,0.699,0.663
0.646,0.649,0.650
0.651,0.649,0.663
0.659,0.677,0.658
0.656,0.672,0.663
0.666,0.667,0.668
0.663,0.687,0.677
0.665,0.679,0.671
0.668,0.672,0.668
0.672,0.684,0.672
0.670,0.699,0.663
0.676,0.662,0.673
0.680,0.687,0.677
0.677,0.692,0.687
0.677,0.719,0.689
0.680,0.682,0.678
0.685,0.702,0.677
0.683,0.704,0.682
0.678,0.702,0.694
0.677,0.712,0.693
0.689,0.707,0.687
0.692,0.717,0.693
0.693,0.644,0.696
0.695,0.677,0.693
0.698,0.697,0.690
0.697,0.699,0.691
0.690,0.687,0.698
0.704,0.712,0.696
0.693,0.699,0.699
0.700,0.692,0.694
0.700,0.687,0.699
0.702,0.679,0.698
0.703,0.697,0.708
0.702,0.712,0.702
0.701,0.707,0.699
0.701,0.704,0.707
0.698,0.712,0.699
0.701,0.704,0.712
0.709,0.717,0.713
0.700,0.702,0.704
0.714,0.709,0.705
0.708,0.744,0.710
0.707,0.682,0.708
0.708,0.692,0.715
0.719,0.737,0.706
0.714,0.712,0.717
0.722,0.717,0.712
0.716,0.707,0.717
0.713,0.709,0.703
0.721,0.727,0.711
0.717,0.707,0.720
0.707,0.709,0.719
0.713,0.714,0.720
0.717,0.742,0.723
0.717,0.709,0.720
0.715,0.704,0.720
0.715,0.744,0.720
0.712,0.729,0.721
0.725,0.714,0.713
0.712,0.709,0.718
0.717,0.732,0.714
0.716,0.717,0.715
0.716,0.722,0.724
0.722,0.737,0.714
0.722,0.707,0.720
0.715,0.704,0.725
0.730,0.727,0.721
0.716,0.717,0.724
0.718,0.727,0.725
0.720,0.739,0.725
0.721,0.737,0.720
0.725,0.699,0.729
0.723,0.717,0.725
0.726,0.737,0.729
0.727,0.714,0.729
0.729,0.694,0.723
0.727,0.707,0.723
0.726,0.724,0.731
0.728,0.689,0.731
0.728,0.704,0.727
0.724,0.724,0.726
0.728,0.729,0.728
0.736,0.719,0.731
0.730,0.707,0.728
0.733,0.717,0.731
0.731,0.719,0.732
0.727,0.729,0.727
0.735,0.694,0.730
0.728,0.722,0.731
0.735,0.722,0.732
0.731,0.727,0.734
0.736,0.707,0.725
0.728,0.724,0.736
0.739,0.747,0.731
0.730,0.719,0.735
0.729,0.737,0.733
0.731,0.714,0.732
0.736,0.724,0.727
0.738,0.722,0.729
0.733,0.732,0.739
0.732,0.712,0.729
0.732,0.724,0.737
0.732,0.744,0.736
0.742,0.707,0.734
0.738,0.704,0.735
0.729,0.734,0.735
0.738,0.724,0.738
