Time,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,ref
-4000.0000,-25.9471,93.5887,-76.7909,99.3497,-38.1499,101.2518,-60.7364,16.3634,-100.2909,-17.6311,-40.3768,97.4927,-24.9059,52.0670,-75.0277,-29.1650,11.7188,96.2767,-40.4544,-11.7348
-3992.1875,27.2275,112.1670,11.3895,81.9803,52.7130,82.8970,-110.3255,33.6137,-121.5553,73.0996,0.1404,70.0178,-44.8758,-3.0570,-22.0149,61.3495,-251.5678,114.8273,-233.6075,5.1901
-3984.3750,-169.8567,91.4941,170.3733,97.3569,-118.6755,60.2880,-83.4279,82.6051,-110.0851,84.5665,-36.0537,106.0476,-105.0928,46.5691,-121.2512,72.6069,-96.1081,59.1320,-10.0255,53.8780
-3976.5625,70.3729,17.1199,-236.3654,23.0295,-11.7640,-14.0245,8.9118,80.8772,-4.3018,155.2896,-65.3491,12.8119,-35.0015,8.4928,-51.1888,33.1430,-137.3105,19.7259,89.8942,-22.1385
-3968.7500,-149.3246,-26.2121,151.9555,-20.2585,-61.7740,-27.2973,-74.5327,177.1884,-92.4654,325.0623,-13.7188,6.7640,-47.8509,31.4493,6.9314,128.7242,-321.4834,47.3637,-95.1489,73.8958
-3960.9375,-158.5883,-33.1001,-150.2344,7.8981,-143.3426,3.8706,27.3215,132.9481,44.8182,133.2862,-127.5437,38.4965,-56.2508,97.8516,-1.5043,46.7526,-14.1840,-30.5644,141.2731,29.3908
-3953.1250,-20.8099,-34.0000,-189.4672,7.0401,37.0988,3.0243,-30.9882,130.6938,-31.8820,56.4875,-57.3610,13.4233,14.3636,60.2450,31.0575,117.7697,-190.8674,73.4971,-107.2833,26.8807
-3945.3125,-215.0767,18.0412,153.2991,59.1201,-58.5007,92.1195,-77.3278,144.3819,-166.6480,33.6343,-25.2994,98.7618,-44.0664,111.5858,-66.4304,93.7402,-68.6178,90.5088,-56.9094,77.3341
-3937.5000,29.9145,18.3301,-246.6889,24.4411,55.1510,60.4599,20.0490,75.3006,18.8398,37.0032,-64.9303,34.1213,-4.2370,42.1740,-99.6795,23.9368,0.9238,-14.2414,82.7501,-28.9602
-3929.6875,-128.5630,2.1134,132.8193,43.2533,68.3282,39.2922,-71.2402,88.7006,-41.1715,160.8526,0.2372,50.1237,-26.8932,57.2487,-87.4232,73.6223,-192.0473,4.5083,-146.0982,58.2493
-3921.8750,-197.1996,-30.2550,-11.7635,10.9105,-74.6462,6.9658,-0.2725,17.9394,106.6564,15.5321,-84.2229,53.2805,-24.6969,134.1711,-158.3232,76.1467,125.8521,-98.8994,100.9070,24.3245
-3914.0625,29.8596,-83.9838,-141.7301,-41.7959,89.0395,-47.7235,-5.2572,-38.1912,197.1550,69.8417,-31.3357,-45.1512,30.1600,42.7297,-68.5714,130.3062,-173.5747,-81.6731,-93.4126,5.0465
-3906.2500,-219.2729,-14.9240,254.1458,-43.7170,-28.4586,-53.6278,-39.8293,-7.5309,78.4458,61.9529,-14.5683,15.3683,-50.1742,72.0803,-41.0154,121.2686,-175.2161,-47.6529,-96.9522,107.5835
-3898.4375,122.9975,-58.4702,-157.5717,-52.2476,-35.5648,-96.1408,47.7420,-51.4814,180.1470,-91.5585,-13.6658,-60.0101,15.8953,-7.1666,-48.0718,3.6137,61.5822,-126.2518,103.9383,27.5272
-3890.6250,113.2010,-101.1261,158.5910,-94.8950,24.2485,-143.7702,-78.8869,8.4503,-18.2404,113.8233,100.8988,-96.5338,38.8811,-20.5299,-26.2205,136.8537,-193.7241,-98.9624,-152.2699,87.3746
-3882.8125,37.4895,-140.6954,152.9117,-134.4555,-90.8384,-184.3128,2.0227,3.4793,49.4602,108.3062,53.5663,-119.9195,-2.0291,-24.7984,-32.2655,57.2003,83.0687,-208.5845,87.6196,82.3415
-3875.0000,326.4142,-132.6793,-94.2028,-196.4341,65.6783,-209.2728,41.5031,-59.9061,130.7799,81.3706,68.4472,-188.1618,7.6727,-87.4720,49.2818,30.1345,-15.5106,-235.6231,24.1469,18.9090
-3867.1875,60.8091,-79.2218,321.1618,-143.9749,-31.3376,-195.7946,-40.5826,-46.8537,-4.4599,92.8805,93.1804,-109.4414,-52.1652,-36.7066,25.2814,78.5204,1.3419,-218.2148,-64.8946,104.9413
-3859.3750,198.7013,-117.2666,-82.9486,-181.0251,-31.8641,-230.8214,77.4461,-120.3143,140.7977,-53.1341,26.0550,-154.0677,20.4986,-36.4412,23.7787,41.3957,210.7274,-290.3178,177.5887,31.4881
-3851.5625,163.8282,-186.1283,134.1163,-214.8923,112.8345,-267.6643,23.0986,-48.5911,64.2731,53.0392,112.5468,-201.3443,55.3764,-73.9904,93.4903,112.4615,-69.6875,-219.2282,-68.7251,66.2392
-3843.7500,2.8853,-170.0483,222.1891,-198.8250,-18.5142,-215.5726,64.5139,-33.9214,41.6942,-4.8294,79.0780,-150.3496,33.2076,-22.5958,71.1557,16.4808,155.8298,-238.1949,121.9007,80.9615
-3835.9375,233.5621,-184.3819,-122.1619,-178.1713,114.7392,-189.8934,131.7085,-84.6712,173.7340,-166.1169,68.3056,-185.2709,94.6492,-71.6076,130.4130,-70.9163,139.9796,-218.5802,105.1631,-5.7106
-3828.1250,-13.1395,-149.1270,351.1039,-142.9329,73.6119,-155.6288,35.1576,-14.8347,-14.6290,-59.8059,119.1907,-121.2867,16.7031,-38.0281,125.2757,34.2881,-0.2917,-147.3672,-34.9952,64.2330
-3820.3125,108.8017,-167.2257,-33.9470,-161.0517,-15.8764,-170.7207,148.4387,5.6465,77.6522,-3.8612,20.9441,-150.8291,1.4045,-52.7946,71.7750,55.1411,228.1109,-235.5164,331.5172,-25.1526
-3812.5000,171.6791,-244.4402,-6.1308,-202.2861,122.5549,-177.9269,127.7751,71.0069,67.8586,133.9635,63.4625,-222.0157,-6.9776,-134.6727,136.1803,82.8851,-61.5787,-137.7749,146.9460,-33.6326
-3804.6875,-75.3000,-208.5110,248.8930,-166.3806,10.1415,-141.9928,135.0417,68.5093,64.2027,57.9311,52.7670,-157.2766,-46.2075,-99.4074,58.7428,5.7755,114.8725,-136.8835,252.5020,1.0642
-3796.8750,170.4944,-208.8343,-152.3399,-202.7348,124.4728,-174.3171,224.2214,-1.2528,214.3051,24.6156,14.8846,-221.5928,-4.6804,-168.3973,62.0407,-27.5979,150.1133,-172.2600,356.8415,-105.4761
-3789.0625,-22.0817,-223.5726,268.0302,-217.5040,140.4241,-193.0553,150.8989,51.5772,82.0105,149.9004,104.4018,-222.1232,11.4522,-187.7977,76.9416,24.6370,-42.0635,-82.0487,198.7758,-52.4006
-3781.2500,-0.7758,-202.4175,35.3469,-196.3871,56.2652,-165.9070,234.9419,-32.6924,217.6116,-7.9093,34.2658,-202.5727,37.4829,-161.2962,28.7386,-60.2342,226.6681,-129.9524,431.6281,-136.4003
-3773.4375,168.1612,-243.6792,-7.7729,-201.6905,234.7209,-170.1778,182.8709,-75.3783,209.8420,95.8617,115.8853,-272.5504,142.1290,-240.2059,132.1378,-30.5169,44.0169,-101.2698,142.1034,-178.7921
-3765.6250,-54.5569,-184.6027,381.5065,-178.6558,108.5380,-148.1095,115.0445,-91.7222,82.4136,115.9836,146.1682,-200.1828,90.1335,-181.7722,77.8897,-83.4366,172.6927,-112.2386,129.9082,-120.8094
-3757.8125,249.2312,-126.0342,-32.7103,-155.1325,247.8519,-155.5512,214.5839,-210.5727,220.4966,-150.4194,116.8765,-214.1845,118.6394,-225.8402,142.1337,-239.8615,336.9049,-124.7307,187.2449,-239.3123
-3750.0000,158.6078,-74.9357,347.6181,-104.0790,297.7345,-104.4616,166.4357,-270.8843,159.1363,-248.2787,218.9150,-176.7617,131.7072,-249.3722,264.9345,-263.7342,105.6580,-2.6820,-44.8709,-189.2513
-3742.1875,79.1180,-82.6949,229.1542,-112.8868,178.7594,-111.2323,250.0267,-243.0524,259.9141,-293.9972,158.2879,-168.8294,160.9256,-219.7556,218.8810,-309.4536,308.5673,-81.4914,227.1690,-234.0138
-3734.3750,278.5594,-200.5700,33.5598,-194.8135,314.6961,-158.1204,275.5504,-254.3376,320.6075,-158.8357,185.3238,-294.2856,223.0569,-304.2436,316.7278,-211.2879,85.4007,-93.4204,144.1365,-281.8681
-3726.5625,22.6078,-173.8587,422.6095,-203.1612,189.2418,-171.4248,190.5504,-159.0269,157.8984,-175.0693,213.2368,-238.6689,171.7904,-245.1425,301.1878,-190.5087,110.8080,-31.7595,63.6855,-186.0969
-3718.7500,249.7042,-121.1050,-35.2745,-151.4734,173.8262,-112.6965,249.9605,-248.6745,251.2555,-338.2678,139.6083,-209.4214,193.5750,-222.9912,210.6989,-317.6814,339.2933,-85.0709,255.3053,-275.2546
-3710.9375,242.7995,-57.4132,247.7685,-122.8508,236.3795,-86.0355,146.0444,-223.3922,128.5824,-240.5234,215.9843,-176.2417,145.3217,-233.9054,235.1643,-255.9023,50.7183,-21.4444,1.8689,-212.4490
-3703.1250,91.1748,-68.4281,308.1743,-97.9383,39.2291,-98.0875,181.0824,-199.8175,224.2027,-253.4773,154.5030,-126.2079,96.3694,-135.5225,183.9312,-268.8161,251.4337,-102.5245,201.7236,-188.3132
-3695.3125,288.1167,-151.9104,-36.8987,-181.4964,173.6299,-146.6048,244.1247,-212.7141,394.4030,-156.8970,128.1068,-243.7992,156.9771,-221.5909,244.2547,-172.1903,61.7231,-151.0756,187.1607,-237.6151
-3687.5000,-31.1301,-153.6077,395.8596,-148.2691,91.8451,-153.3394,144.4404,-110.8223,237.4002,17.4852,154.9487,-209.9622,112.3925,-229.8661,234.3911,-70.7573,-46.2136,-117.8303,42.3766,-135.0944
-3679.6875,87.8155,-140.1125,-30.1508,-204.8522,108.2517,-172.8831,219.7794,-131.7376,289.5829,-76.9492,67.0486,-219.3269,165.0080,-175.9358,212.7248,-129.1200,143.0751,-209.4034,231.8155,-192.3508
-3671.8750,145.4465,-187.9867,100.4575,-217.8079,201.3257,-188.7978,121.0912,-75.0101,124.4235,15.2652,160.8441,-250.1002,222.2883,-192.3696,268.7095,-35.8282,-150.9841,-116.3417,-28.0769,-134.9458
-3664.0625,-103.3886,-119.3300,277.6768,-149.2357,48.9514,-120.1763,144.1633,-7.7280,116.8100,-101.9597,124.4814,-145.7111,180.1213,-124.2598,188.2485,-116.9741,23.4898,-118.7375,145.5733,-66.9603
-3656.2500,161.9359,-99.5382,-142.9684,-94.5274,143.7260,-97.4205,221.6143,-60.3046,284.3713,-227.0530,68.5635,-158.4557,165.1082,-176.0009,244.9359,-205.9789,7.1382,-99.0009,163.4076,-118.8118
-3648.4375,-69.2673,-84.3094,271.8498,-79.3885,79.9702,-87.2329,113.2397,22.5618,109.3856,-107.6969,107.1757,-123.2627,101.5542,-164.2986,291.0847,-86.5289,-116.7899,-83.8191,-33.3280,1.8055
-3640.6250,-15.8865,-65.4903,-39.6882,-96.6620,-47.1902,-65.4563,181.8104,-67.9751,238.9980,-125.7536,-10.7545,-120.8275,48.6005,-144.9918,199.8326,-140.4745,181.8953,-171.0569,230.5489,-50.9515
-3632.8125,94.1749,-60.0356,-35.6066,-91.3064,68.3133,-97.0487,144.4699,-63.8771,315.2893,-12.1732,12.5555,-143.7268,16.3078,-176.0383,277.2447,-100.7735,-94.7651,-130.6620,-10.9094,-46.0483
-3625.0000,-156.4677,-30.2926,212.8312,-95.6652,-86.8791,-104.3544,142.1604,-36.4881,415.8805,88.7083,-43.3921,-107.5082,-101.6796,-146.7937,229.9731,-36.7658,5.8588,-204.9777,53.9050,19.1862
-3617.1875,101.4079,-87.0605,-248.2316,-118.5373,2.4218,-161.1759,229.6480,-93.6144,615.9805,67.0614,-95.7635,-174.0884,-49.1612,-168.0526,246.1960,-57.2613,54.0154,-226.8144,136.2518,-74.0579
-3609.3750,-21.2415,-69.4048,133.1582,-99.9808,-20.8078,-144.5636,90.0666,-43.2946,370.5384,117.8710,-29.8107,-127.1953,-107.1799,-115.8770,295.8819,66.7052,-68.4018,-138.2076,-127.9606,14.1689
-3601.5625,-52.0717,6.0824,-82.5530,-60.5950,-124.1988,-66.1209,120.7822,-75.1239,374.9547,11.5454,-116.5515,-52.2989,-102.3511,-36.8471,189.4235,-2.4654,218.0294,-204.7642,86.6865,-16.7253
-3593.7500,140.9781,-11.5928,-174.4512,-42.3813,40.2669,-83.8486,83.2778,-94.1141,355.2521,66.0695,-53.3061,-88.5710,-47.6681,-91.9710,169.8205,15.2154,-10.6781,-152.4964,-72.7899,-34.7605
-3585.9375,-91.2766,1.4224,238.3925,-29.4794,-59.5625,-36.8905,-22.4462,-11.4012,106.2440,74.3076,10.9209,-27.0548,-73.2870,-45.3963,30.9286,60.6115,37.2906,-68.5368,-94.5855,48.9311
-3578.1250,166.1101,-21.9250,-150.1096,-17.9420,28.2439,-20.2916,64.4821,-70.0415,119.9006,-58.8120,-5.4241,-67.7156,-22.2573,-103.1678,8.6873,1.6589,154.9341,-92.9457,91.2980,-45.7076
-3570.3125,67.5674,-15.2424,182.4225,-11.3729,68.1169,20.3407,-43.3579,6.3578,-24.3778,91.1190,69.4052,-45.1303,-55.1597,-98.8966,10.5046,40.7658,-83.4003,-15.3082,-147.7728,31.7199
-3562.5000,-46.0502,83.3809,100.9654,87.1314,-86.0639,49.9134,-13.5946,-2.2882,2.2805,8.0003,-21.9847,70.6837,-99.1108,3.3281,-107.7283,-42.1641,154.2051,-92.7241,90.0975,24.1280
-3554.6875,200.2015,82.8418,-155.6733,86.4752,60.6059,51.3238,-80.3415,-39.0936,-71.1926,7.7100,7.0085,49.8169,-26.2060,4.4079,-145.1025,-5.2450,13.6759,-22.3080,-87.1538,-11.6017
-3546.8750,-63.6971,136.1400,296.5709,139.6548,-36.8633,137.5714,-203.7442,9.9488,-316.8174,-90.7215,68.1549,153.3834,-49.4505,90.3383,-207.6189,79.5458,-39.0331,64.9511,-210.5795,111.5453
-3539.0625,115.4368,139.4774,-101.1113,177.8722,-31.2967,143.8582,-97.4125,-21.9622,-238.3841,-343.1030,0.9012,162.1022,-43.6464,97.3217,-202.0910,-25.6083,175.3238,69.2443,3.0667,44.7672
-3531.2500,46.3013,176.4935,115.8796,214.7668,39.9869,179.8238,-212.3614,12.8206,-352.2225,-235.7794,54.9292,193.2105,-45.1355,94.9974,-205.8486,81.9475,-103.6368,141.2218,-276.5839,116.7030
-3523.4375,-73.1512,197.2006,170.6257,235.3476,-125.0351,198.4765,-210.8722,67.3100,-409.3589,-218.7414,24.1015,242.0717,-63.9331,150.3781,-298.8946,99.2184,92.0820,90.8889,-80.5489,172.3687
-3515.6250,123.2077,148.6944,-208.8551,186.7139,-27.2634,186.9126,-179.4724,53.5987,-311.6700,-84.9120,-27.3874,168.0096,-38.9280,101.5601,-276.1368,160.2931,-26.3803,77.3413,-94.6883,123.8484
-3507.8125,-154.5271,151.0740,228.5859,188.9649,-66.5804,147.2386,-269.5078,160.7856,-463.0808,95.8312,1.2187,205.4343,-115.0181,135.6383,-242.4729,267.2898,-198.9807,150.6892,-268.9520,232.2522
-3500.0000,-99.8920,170.8412,-153.5422,173.6025,-118.5118,132.9524,-175.9850,145.3728,-295.0893,5.9828,-106.9787,220.1322,-92.7058,195.1262,-295.4128,177.6992,-4.1739,99.4234,-38.8014,181.0816
-3492.1875,-26.8837,172.9443,-79.3531,175.5752,-8.0821,133.9991,-262.5818,145.3057,-369.7316,79.4843,-25.4807,214.8498,-19.0350,195.9614,-295.9922,177.4664,-247.0267,172.4922,-283.2886,219.2732
-3484.3750,-193.8499,182.0879,73.9420,184.5877,-184.6031,142.0866,-303.2260,188.3003,-437.3347,122.0401,-62.3165,280.5929,-85.3175,313.8478,-400.5150,257.2995,-97.8537,146.6116,-168.7426,263.5464
-3476.5625,-12.0107,118.0234,-356.9790,85.3915,-100.3390,115.9710,-209.2625,125.0933,-244.1239,130.3791,-137.0222,186.2246,-37.8059,287.5416,-280.2410,303.9392,-161.8597,117.5217,-127.3718,164.6370
-3468.7500,-265.1605,112.9531,72.1013,115.1891,-113.0607,141.8468,-285.8947,149.8834,-403.9083,118.7271,-62.8216,242.5590,-12.2943,349.2375,-219.9523,328.5956,-378.9022,252.4326,-311.0264,263.7471
-3460.9375,-211.5436,129.6786,-164.9740,131.7820,-128.9987,125.5233,-171.4224,96.4798,-310.8991,-82.1105,-97.0562,233.0465,45.0098,296.7481,-310.8636,201.0702,-79.1549,200.1381,-11.8870,211.6848
-3453.1250,-3.7557,56.5415,-166.9370,58.5122,16.2196,87.3386,-186.8549,93.2286,-276.7195,61.2049,8.6234,80.0373,115.4674,74.4120,-240.6213,235.7089,-329.2655,231.9801,-191.5865,173.7838
-3445.3125,-215.1360,57.2441,159.9983,59.0820,-133.7126,85.9942,-201.3612,126.8355,-317.6991,130.3906,27.2199,111.2624,77.7679,108.9267,-243.5203,232.2252,-258.5660,231.6758,-122.4604,208.7646
-3437.5000,12.1177,2.5898,-294.4301,4.2911,-37.0150,35.2904,-67.7188,39.0971,-185.0226,-30.7721,-31.4022,72.6099,136.7147,169.1081,-184.7721,70.4001,-136.1977,178.0063,69.3390,85.4152
-3429.6875,-142.8166,-11.2764,53.9293,-9.7116,17.4956,17.3760,-159.0993,56.1625,-315.5415,-50.1187,33.0526,146.5526,154.4680,372.0895,-95.2127,124.3940,-398.0646,268.1316,-192.0773,140.8837
-3421.8750,-215.5902,-83.9491,-56.4605,-46.5207,-93.8112,16.6561,-60.0677,18.4445,-169.8747,-125.2437,-38.7933,151.6121,154.4087,482.2798,-133.4566,86.6160,-82.7399,161.4569,86.6991,104.5822
-3414.0625,-14.7987,-164.0827,-249.3429,-91.7866,43.4337,-28.5190,-20.2099,-27.7216,-69.6370,-25.8157,-10.4263,38.2968,218.8984,363.0257,-33.1458,114.3974,-232.8670,151.3245,6.0398,59.8411
-3406.2500,-236.3190,-174.5237,176.5079,-103.3558,-43.6211,-78.0002,-51.7171,30.8212,-122.7069,32.3377,41.4547,30.4987,168.0854,312.4799,-48.1200,172.9065,-244.3380,140.8952,-3.9547,119.8241
-3398.4375,-38.5667,-222.6718,-309.3350,-186.6313,-16.3988,-87.1828,85.5241,-51.3263,88.5314,-87.2055,-36.5717,-54.9644,233.5621,267.2509,-21.7941,89.7287,-81.4974,22.7582,228.3712,2.1273
-3390.6250,-64.5495,-179.5788,-10.9590,-178.6649,63.0794,-116.1223,0.7465,-9.2195,-17.9661,-8.4815,31.0903,-44.6908,165.2879,237.2715,56.7878,95.8239,-248.4346,65.8693,-46.0607,45.6943
-3382.8125,-127.9189,-101.8359,35.1175,-101.0478,-74.8095,-71.4101,45.7712,-74.4457,-9.8260,-183.0850,-11.5880,33.0791,101.6475,282.9543,65.0185,-6.4031,75.2584,-32.3739,137.1392,18.9408
-3375.0000,161.6153,-93.2000,-245.9442,-92.5367,84.1927,-94.8028,69.1688,-172.7651,112.2371,-172.7841,5.0159,-30.2477,150.8990,185.5502,150.1527,-67.7206,-22.1463,-23.7248,4.2579,-77.9024
-3367.1875,-81.4175,-90.1193,231.4611,-89.5834,10.6528,-57.7526,-1.9880,-135.6183,0.7514,10.9885,60.1605,-29.5861,77.5974,112.6031,148.7535,-31.5613,-54.1529,-19.6202,-98.2051,-3.2727
-3359.3750,109.7627,-109.7901,-154.8674,-109.3804,-6.6610,-74.4519,129.3582,-191.2090,202.5168,-43.9826,-11.7936,-106.2124,59.5342,-15.0792,130.6012,-86.1333,207.0969,-75.2713,162.5979,-93.3711
-3351.5625,127.0557,-128.3714,45.8643,-163.0866,83.1348,-131.0595,77.9625,-137.6920,182.3971,82.1671,69.6058,-173.0322,76.5694,-107.6559,219.5483,-69.5836,-21.5784,-92.8261,-66.5000,-75.3613
-3343.7500,52.9120,-96.3564,188.2473,-131.1951,-69.4811,-136.0688,85.2736,-143.5568,175.8637,-34.0475,68.7934,-130.9220,35.1934,-75.6204,177.1049,-149.4060,256.3085,-200.7814,69.9742,-42.7259
-3335.9375,401.8606,-63.2446,-180.3033,-169.2093,40.9879,-171.9829,120.2540,-253.3179,211.4522,-71.1524,73.6201,-204.9126,71.9065,-185.4719,175.7642,-186.1148,359.3021,-239.6480,102.5645,-114.9804
-3328.1250,321.8085,-2.1402,320.1500,-108.2290,26.4603,-112.9021,-39.4174,-231.0679,-24.9536,-13.2362,206.2686,-143.6071,20.6117,-198.3145,50.4370,-199.7912,350.2497,-143.5114,-118.8776,-18.2184
-3320.3125,527.6626,132.9132,57.5744,-43.2982,-15.1431,-79.8702,20.2674,-309.8504,42.5905,-349.3543,169.7438,-66.2622,-20.7472,-167.1886,-102.9400,-425.4946,731.1437,-218.4265,121.6328,-58.4846
-3312.5000,670.7733,206.2115,132.2037,-5.1210,132.5003,-41.5910,-59.5315,-345.3769,-67.5923,-385.2063,252.3633,-57.3099,-19.8627,-237.8016,-103.0590,-424.9328,523.2725,-146.0976,-122.6051,-19.4953
-3304.6875,514.3499,296.0044,405.3751,84.5567,0.6358,11.1888,-119.8948,-330.3862,-199.2799,-407.5271,257.7583,50.2701,-113.4901,-184.9044,-233.6712,-482.8448,752.8593,-161.2599,-67.3751,71.0173
-3296.8750,835.0584,334.9447,-31.3239,88.3837,116.9006,-19.8814,-64.2288,-436.2327,-120.7960,-512.6942,232.9582,25.6552,-71.9806,-215.8398,-266.1349,-588.5890,862.6008,-227.2828,5.0193,40.6901
-3289.0625,753.0658,323.1776,464.2621,76.5017,96.4660,-1.6605,-207.5738,-419.7639,-288.9957,-423.5356,367.1135,23.3268,-91.1781,-235.4708,-251.2782,-535.0013,709.5972,-204.0065,-287.3103,205.6748
-3281.2500,757.8713,294.2543,246.7302,83.4694,26.8557,2.4061,-118.4804,-452.4206,-249.3437,-493.4884,303.4701,9.9064,-87.5401,-267.2351,-284.5619,-605.5308,891.4252,-232.8872,-35.7949,247.5291
-3273.4375,845.5283,205.1706,187.9945,-5.7212,152.0924,-18.6853,-105.5624,-438.2144,-198.8166,-405.5636,357.1240,-95.6286,0.9410,-363.1401,-160.9857,-554.1888,556.0948,-110.9295,-195.4166,300.2330
-3265.6250,452.9569,165.8833,543.0923,23.8869,29.1249,-30.9779,-89.5448,-377.1844,-248.5044,-418.8042,325.9507,-31.0299,-47.7864,-263.2373,-99.5971,-455.0150,515.5146,-116.1615,-131.2707,436.7538
-3257.8125,576.7621,78.9948,50.5838,-28.1074,123.5399,-82.8691,69.6907,-392.7394,-44.7931,-434.6381,223.5365,-91.4545,9.8802,-241.9161,-42.8166,-434.4259,498.3420,-202.9992,98.2930,385.6817
-3250.0000,318.8708,-2.6012,328.3536,-74.8068,144.2658,-98.4652,-1.1439,-224.9818,-135.7779,-157.1409,248.0912,-125.8124,29.8456,-257.2908,13.2683,-193.5128,100.4333,-143.5346,-89.8581,480.9130
-3242.1875,58.4860,-51.6455,202.7151,-123.9555,18.5227,-112.5072,92.3886,-129.6524,-40.2192,-98.0725,112.4281,-122.0529,15.3491,-198.0988,-2.0833,-134.0206,262.0511,-192.5229,177.5199,467.7100
-3234.3750,186.5061,-135.2944,-65.5778,-171.7028,154.1694,-160.1510,123.8504,-140.9151,57.7732,-73.6047,100.5129,-197.1956,115.2459,-208.4924,132.9765,-35.1133,3.0645,-170.1173,58.3109,420.9037
-3226.5625,-158.4497,-162.8955,342.2003,-129.3996,10.8660,-119.7446,63.0625,-64.1098,-13.1870,-70.0503,109.1076,-133.1009,81.1840,-130.8232,136.1036,41.8729,-60.9223,-127.6539,-4.8882,499.1572
-3218.7500,-73.4944,-183.5422,-115.0674,-114.1392,-5.5084,-98.3848,171.1907,-80.3413,153.8106,-123.5216,-23.9682,-136.5645,66.0583,-109.1884,119.1817,26.8251,60.0410,-147.2449,220.8728,374.3646
-3210.9375,-125.9332,-199.5986,87.2268,-130.2859,49.7282,-79.4284,104.6018,49.0411,97.4247,42.6364,10.7355,-147.7271,10.5309,-125.9489,210.8693,192.4018,-309.4320,-58.2364,-7.7777,394.1681
-3203.1250,-386.1207,-213.3562,108.8648,-109.1308,-111.7507,-56.1709,174.7037,144.7502,156.3329,-8.8754,-87.4780,-98.8430,-40.7130,-66.3925,195.8595,178.3075,-147.6367,-71.9191,224.8500,381.2831
-3195.3125,-212.6155,-250.4135,-293.8411,-112.2727,-0.5436,-53.2101,216.5528,145.1722,229.9602,-7.6782,-118.7043,-131.6246,71.7357,-63.1214,232.5460,141.9283,-291.1350,-3.9071,220.1978,274.0911
-3187.5000,-518.5714,-203.9202,120.0127,-65.8610,-27.7850,-6.7002,139.2335,191.1650,55.1330,112.1049,-101.3055,-51.4448,7.7231,-16.2934,203.7904,225.1296,-456.1287,77.6614,126.0602,321.4526
-3179.6875,-422.1201,-177.9748,-215.6686,-38.9942,-32.6048,26.2644,228.0071,187.6299,122.7566,-2.6398,-176.7142,-34.7406,3.1384,-19.9997,88.4902,147.8087,-218.6718,68.6727,398.3830,208.2681
-3171.8750,-380.1111,-205.4890,-96.8477,-31.5803,85.1238,34.7756,143.8244,269.6632,20.9542,189.1914,-105.7567,-64.7721,12.0968,-84.1521,96.7608,230.0575,-528.6909,217.2298,159.2543,181.6250
-3164.0625,-572.9529,-186.8046,104.2101,-12.9684,-42.9650,89.4873,100.3168,361.9225,-71.6475,243.2564,-120.0973,-5.9863,-43.7598,-28.0934,-31.7477,248.5414,-334.5578,200.9982,247.3025,201.1917
-3156.2500,-320.4182,-214.7231,-325.3657,-41.9564,40.3280,27.5987,153.5006,335.5992,122.1817,254.7387,-166.6889,-67.0000,2.7714,-53.6246,-58.8515,260.4437,-363.0221,172.1618,288.7706,103.1508
-3148.4375,-575.4304,-187.1980,66.4975,-13.4939,-43.9240,90.1597,32.6073,397.7436,72.4691,426.7120,-158.7118,-4.2868,-81.2558,9.2964,-33.4927,395.8221,-583.0856,269.7818,33.6570,166.5555
-3140.6250,-585.1337,-127.3176,-233.2576,46.3271,-161.8404,121.0785,106.7351,354.2557,212.0951,420.0531,-291.8458,44.2202,-124.9452,39.5849,-42.7868,279.5610,-311.8036,225.7550,234.8876,87.3126
-3132.8125,-398.0368,-45.6344,-257.2607,92.9504,-2.9496,170.7953,15.8582,293.5758,113.5389,433.2022,-230.0651,53.2908,-111.8335,-20.3228,6.7297,256.1117,-511.7282,307.5250,-71.0788,64.8539
