Time,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,ref
-4000.0000,-11.4041,-12.3459,4.4869,14.0956,14.0509,16.6665,-49.8048,0.7003,5.0986,10.2657,-4.0868,8.7410,-32.2027,13.4816,-2.8256,33.9592,40.6724,-92.4937,15.9441,-92.6293
-3992.1875,21.0012,-15.3108,40.1602,46.6583,48.9442,52.2945,-52.9379,0.1339,-70.3161,9.7649,31.5119,7.9568,2.8779,49.0444,-78.2970,32.7578,-32.0864,-130.3941,12.9025,-131.9955
-3984.3750,-0.0386,-70.7230,53.3862,62.7768,26.3898,66.4757,-39.5272,87.1216,-20.1936,60.8122,7.6561,-15.2770,-21.4884,-9.8319,-64.2280,48.0978,-87.2967,-78.3967,-42.5940,-82.8052
-3976.5625,-2.0344,68.9172,-22.3468,96.9430,-49.1201,65.7133,-116.0728,50.1666,-132.0261,22.9071,5.8457,167.5352,-59.8092,99.3558,-103.1069,83.4902,52.5412,-89.9344,-149.0416,-85.5543
-3968.7500,151.7662,258.3581,-9.2898,146.9128,-108.8404,79.7560,-177.8213,27.0176,-193.0687,-0.1943,18.8299,181.1500,-121.3310,113.3489,-164.1885,61.6993,66.1760,-83.1578,-241.6879,-73.5012
-3960.9375,117.0133,329.2458,-85.7850,182.3357,-186.1059,78.2533,-217.1147,61.3281,-231.6713,71.1613,-57.7414,215.2133,-161.4077,147.7928,-166.8229,96.3551,31.2501,-17.8981,-275.8827,-3.9920
-3953.1250,87.6986,300.5901,-151.8336,225.2102,-286.9211,123.2038,-246.9654,107.0926,-297.8351,79.9688,-49.8693,186.7393,-155.0360,156.7020,-196.0186,178.4559,73.7735,-46.5138,-234.6310,-34.0274
-3945.3125,56.4330,340.9904,-109.8313,231.1431,-245.6857,166.2149,-205.7730,185.9070,-255.9639,122.8199,-118.9498,82.3205,-150.6115,89.6644,-155.1719,147.6013,-26.6543,-36.1719,-229.3292,-30.0148
-3937.5000,-71.9353,318.2874,-171.9266,243.9783,-269.5445,179.1262,-231.6740,198.6262,-244.1908,208.5733,-216.1313,204.7924,-211.2862,175.5236,-179.4274,234.6420,-84.1887,-28.8683,-217.1254,-19.0950
-3929.6875,-73.8582,317.0321,-208.5752,208.2636,-233.9490,180.4851,-196.1239,236.7940,-207.9713,283.7767,-216.8655,168.7144,-212.5078,139.8309,-216.2328,273.1333,-155.2708,-67.3046,-183.4717,-56.7198
-3921.8750,-170.9215,256.6231,-200.3662,182.3935,-189.5003,188.6937,-79.7195,281.8123,-90.9104,291.8322,-208.7419,140.4696,-204.8729,111.9769,-172.1852,244.4657,-286.5016,-21.1765,-208.9653,-13.4900
-3914.0625,-216.1379,176.0585,-248.3053,173.3733,-273.1924,177.7497,-128.4625,270.6828,-103.0063,280.7336,-220.7661,239.0750,-180.3832,173.9668,-147.2906,270.6442,-260.8827,-1.9708,-183.6079,10.6002
-3906.2500,-197.1974,124.6401,-228.0936,157.5048,-216.7340,198.9552,-73.0576,291.6998,-119.9599,301.7711,-200.6429,112.8330,-161.7432,232.1145,-164.2498,217.9711,-312.1082,-14.2781,-130.0970,-7.1540
-3898.4375,-243.4066,115.0755,-203.0264,148.4843,-155.4166,152.0142,-11.7961,280.5671,-131.0749,253.6563,-139.6720,101.4324,-137.2522,148.1164,-175.3584,207.1384,-251.4885,15.9961,-104.7321,16.9480
-3890.6250,-151.1672,65.9589,-181.5095,100.9133,-169.6422,137.5239,8.9163,228.8859,-109.7532,202.9982,-118.2513,49.4824,-80.3156,59.5620,-82.0223,229.7629,-299.4218,33.7616,-46.9187,37.5119
-3882.8125,-206.7287,-22.9599,-165.7962,81.5453,-189.6678,154.2345,23.8264,245.4180,15.7632,219.5624,-138.6421,-44.2708,-65.1829,76.1934,44.5089,99.5984,-283.1692,51.3804,-30.9065,52.2844
-3875.0000,-207.1513,12.2774,-165.9394,82.3308,-153.5463,118.1003,59.8894,210.1101,-21.5745,183.2802,-102.8855,30.1277,-65.9066,150.9846,-29.8175,27.5762,-212.7687,51.5800,-30.7445,51.2167
-3867.1875,-143.5178,41.5724,-137.0291,77.1677,-88.3717,74.0150,88.0037,165.8483,7.1239,176.0415,-74.0874,-51.4166,-37.5845,106.8331,-38.1037,20.5975,-253.3143,78.9042,-37.5308,79.2108
-3859.3750,-192.6336,-7.8843,-189.8710,29.2538,-102.9419,60.1802,34.3715,187.8377,28.0722,235.0556,-89.0419,-29.7250,-53.0183,91.9251,19.8682,79.8676,-231.6193,94.9081,-16.0633,99.4689
-3851.5625,-170.8061,-20.3894,-165.7687,52.2921,-115.5683,84.3031,57.6931,175.7858,-22.0373,223.0178,-66.0451,-42.0864,-66.5078,79.9560,6.7944,141.0900,-243.9762,82.6182,-28.6422,85.6870
-3843.7500,-148.4750,2.6057,-145.1658,40.8351,-93.6946,69.9245,40.5214,160.2369,72.3480,244.4806,-81.5519,-129.9483,-119.5002,65.4897,27.2199,89.8050,-220.8400,140.1628,-40.7185,142.4181
-3835.9375,-191.2012,-4.4566,-152.6197,34.3211,-137.8702,63.4900,-3.6929,117.6371,27.6904,163.9013,-89.1119,-27.8568,-90.5487,168.9876,56.5952,83.4663,-157.7568,127.9875,-47.8381,134.1124
-3828.1250,-111.0755,-28.6639,-68.2244,45.6512,-90.1933,74.9010,5.9484,128.8836,37.8760,28.1737,-41.8196,-52.9101,-43.7476,143.3319,66.8221,20.9713,-181.8249,141.9973,-71.1070,143.6639
-3820.3125,-143.9473,-25.8661,-69.8258,12.9827,-91.5057,74.3148,-32.4004,91.1338,1.0514,64.4474,-43.5323,-15.9739,-82.9467,69.6604,66.0470,57.4654,-143.9015,213.7651,-34.3711,215.2306
-3812.5000,-123.1752,-4.4183,-81.7791,34.9641,-66.1665,63.3796,-45.0943,80.0399,-11.1310,127.3746,-55.6016,-64.3881,-95.5006,58.6290,-56.0853,83.6126,-87.3305,167.2508,22.0225,165.4613
-3804.6875,-61.5511,-47.1204,18.1169,27.7953,33.0254,17.2998,54.0680,107.7984,51.5337,118.1519,-65.8186,-183.9558,-69.2087,-23.5466,-66.3698,1.5975,-129.9188,203.3145,49.2703,191.5489
-3796.8750,-59.2849,-44.1790,19.6630,-2.7230,34.8709,-16.1282,17.8913,36.2136,15.8501,10.5717,-101.3824,-35.8844,-69.2661,50.9379,-101.9982,4.2125,-21.8654,237.2824,18.1699,228.3020
-3789.0625,3.2787,53.0570,12.5070,24.0566,28.0177,-22.2570,11.0196,29.9288,-64.5415,-31.7111,-71.6533,-5.5108,-76.0209,82.7184,-72.3264,-74.8721,-28.5115,191.5217,9.3764,184.3683
-3781.2500,-41.1512,115.2889,39.3549,16.8314,55.1679,5.6108,37.1669,21.6494,-74.9314,-3.9910,-44.9292,21.8471,-86.7750,0.4842,-118.6522,-120.9626,-37.1628,221.0520,2.5954,210.4458
-3773.4375,-32.5841,124.5138,12.2041,26.6023,-7.6813,15.4797,8.3228,31.3721,-102.3224,-31.2754,-109.2054,31.2056,-78.5312,46.2555,-109.9824,-74.0584,-27.8143,227.3790,11.8134,218.5393
-3765.6250,-27.9142,59.8373,17.1491,32.4748,-39.4314,57.4479,12.5744,37.1950,-61.6236,-62.4584,-68.3791,-73.3331,-37.1831,89.1343,4.7815,-105.0615,-92.3677,229.5639,-18.8678,222.7435
-3757.8125,-77.3415,11.0625,0.9977,20.2480,-18.2710,43.3146,32.7410,22.9175,-77.0313,-113.7444,-10.6429,-14.9849,-16.9308,110.9121,25.4431,-119.1845,-71.0270,250.0135,2.3555,242.8579
-3750.0000,-51.9157,2.1394,28.7001,11.8645,9.7426,-0.9706,22.7690,-22.5108,-86.5992,-49.1840,16.9419,-23.7884,10.1759,29.5346,-21.0475,-91.4624,-44.8343,239.4788,29.4297,232.8364
-3742.1875,-48.7328,-29.0361,32.1523,-19.7727,13.5090,-33.5123,25.5545,18.8093,26.5800,-44.8738,20.2749,-93.8479,13.0410,-39.1027,-17.7825,-122.9957,-5.8936,244.8878,67.2547,235.5787
-3734.3750,13.8486,35.1773,25.0073,9.9850,6.6813,-2.6580,54.7544,-24.4736,-54.8404,-161.1732,50.0131,-63.5108,42.3133,-45.3399,-62.1092,-166.1438,23.4442,239.3023,60.4831,227.7337
-3726.5625,22.1881,44.1345,69.6170,19.4888,87.6034,6.9435,62.7090,-52.0161,-46.5166,-151.7346,21.5082,-127.4216,86.3487,-72.8255,20.3130,-193.5556,-38.4657,247.1301,-0.5372,235.6529
