Time,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,ref
-4000.0000,114.6342,174.0281,75.9757,136.6208,-84.0060,-46.0237,-216.6223,-201.0940,55.1322,-61.9863,74.1411,59.4015,-50.6656,17.3883,2.0137,-152.6813,184.3436,12.4383,-135.7763,2.1064
-3992.1875,254.5435,34.1646,225.0207,65.8111,134.3829,-46.2158,0.4790,-166.8162,-54.5115,-136.3499,76.0394,24.0326,-88.3874,-55.5332,2.8914,-45.2560,8.2096,80.2800,-282.4593,80.2261
-3984.3750,45.7242,37.5848,108.3137,103.2653,52.0116,18.8469,-158.1721,-31.2851,-428.9105,1.5320,-40.8356,126.9130,-131.8562,83.7933,-114.9853,164.4235,46.3093,185.3887,-213.9171,189.4095
-3976.5625,46.0483,-31.8248,152.7377,33.8736,56.7792,-86.9478,-155.6834,-65.6164,-238.1505,79.5705,113.4497,-13.0662,-54.1533,-19.7253,1.2980,95.2492,82.5772,-27.3703,62.7935,-25.8774
-3968.7500,5.5449,-70.0605,108.3235,-76.3718,119.7135,-22.5918,51.9816,179.1952,47.7456,106.7428,-78.1165,-94.9054,-99.2780,-138.1044,-44.2621,121.2336,-238.0282,142.0176,-17.3708,150.8245
-3960.9375,-223.5132,-121.8089,-131.6624,-129.1539,25.0861,30.2251,-43.9165,229.4643,65.0366,232.3743,-60.2519,-114.2873,27.0525,-48.0112,9.6209,98.6873,-114.1792,86.8666,205.9044,90.3109
-3953.1250,-81.2065,-190.1875,-14.2942,-162.5792,212.8120,-2.6246,177.5384,194.0681,107.6832,126.3492,-54.0346,-218.3246,105.7495,-189.5657,88.8654,64.4832,-217.9639,86.0450,132.5364,97.5437
-3945.3125,-196.8936,-127.5398,-141.9239,-101.9916,156.5439,15.5308,156.0071,282.6788,-20.6586,180.3118,-253.8363,-88.3576,86.4457,-134.1237,-2.9074,154.2814,-225.7636,215.2355,83.1416,228.5308
-3937.5000,-163.7885,-164.0685,-101.7617,-103.5898,194.0644,-94.5258,191.2580,134.0764,-18.2295,182.0759,-67.8242,-158.5846,198.9629,-94.8717,109.1196,43.8808,-86.7367,-70.7822,252.5594,-61.2447
-3929.6875,-96.7057,-235.6366,-107.6279,-177.2406,296.5545,8.3548,364.4800,271.4146,49.1505,136.7714,-220.8532,-164.8763,228.4503,-137.6799,66.1036,108.4310,-370.7759,29.1403,103.9172,42.9055
-3921.8750,-307.8210,-305.3754,-329.7079,-212.0902,179.8369,150.0300,282.5007,373.5635,8.3269,242.2712,-261.0974,-168.3797,186.7423,5.3163,98.8784,138.7938,-229.0204,-79.1236,345.0703,-63.0491
-3914.0625,-173.1653,-416.3342,-185.0345,-324.1920,249.8681,183.4291,424.2736,404.4492,117.2481,201.5203,-188.5815,-280.1469,220.7991,-32.9425,170.4235,96.9066,-340.5013,-228.6675,368.9889,-209.3678
