Time,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,ref
-4000.0000,-65.4901,-46.1801,88.0130,-6.7793,57.4099,31.7829,51.4384,58.9399,97.3642,96.6179,23.7831,0.1840,56.9152,-41.1347,-16.7620,32.9288,-196.4858,-72.4654,-74.7028,-23.1196
-3992.1875,373.5513,288.4041,-183.4427,81.4139,-66.3082,128.7333,258.7740,82.4664,-319.6850,9.7742,82.8307,21.2719,-470.9417,17.5581,-178.6043,52.3244,64.4149,-55.1754,48.2785,-75.0595
-3984.3750,-251.8232,-90.4116,-27.2506,55.2550,-205.3937,-121.7111,-247.3016,-93.3912,202.9586,-128.4606,-386.5561,-8.0113,87.9022,170.9290,-281.8473,10.4034,739.1490,234.8414,373.0106,-31.3580
-3976.5625,254.9607,242.9547,-47.8883,37.2444,31.6989,152.0297,282.8108,143.9354,-111.2642,146.5049,327.2921,43.8688,-226.1280,-71.5730,174.0813,43.7756,-619.1420,-312.0477,-420.1986,20.5115
-3968.7500,228.0678,39.6379,-145.2565,80.5459,-212.9270,-92.9326,-218.7813,-63.4543,-171.2354,-171.2609,-174.5831,-54.9646,-249.9061,123.2411,-108.6874,-12.5186,792.9623,188.4064,289.9407,-41.3279
-3960.9375,-128.9152,-105.7232,106.4077,5.8469,1.4525,-25.9090,-187.4203,4.1440,154.8538,43.9729,2.5032,-62.8028,147.3730,79.0729,-42.4759,40.4422,12.0991,6.8765,-101.8980,24.8442
-3953.1250,387.1711,234.9715,-119.9583,31.1468,-5.1670,152.1662,210.0055,71.7840,-328.1251,39.2486,180.6707,-32.6340,-372.4350,-2.1126,60.7935,39.9520,-141.9102,-109.7007,-147.8155,-55.9760
-3945.3125,-235.8969,-106.4833,2.5554,-27.6561,-139.9140,-167.8974,-291.7213,-136.7014,161.8266,-205.6130,-395.3524,-58.5863,116.6919,118.6342,-148.0809,-45.3854,851.1683,287.6994,424.2726,-44.9050
-3937.5000,133.2320,228.2708,-16.7150,-44.2665,97.5589,33.2714,202.7816,64.0509,-41.0170,106.7783,466.8974,-6.3270,-13.9951,-122.4312,198.2487,-27.1753,-646.7067,-220.7535,-401.5156,44.3859
-3929.6875,259.5101,109.1449,-208.9235,13.2225,-168.8864,-123.4616,-137.5928,-91.0973,-232.8142,-195.7470,89.2439,-126.9863,-169.6427,13.6074,4.6946,-84.6481,603.5798,221.9176,251.8229,-39.2295
-3921.8750,-290.0089,-227.7332,24.1933,-42.9982,-9.0332,-110.9339,-197.7287,-78.9719,257.7644,-34.9917,64.8452,-225.3547,357.0822,23.9678,52.4122,-35.2974,122.2585,129.9234,53.5102,45.4621
