Time,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz,ref
-4000.0000,-51.2135,247.1761,-111.7215,-71.0369,-57.5302,-43.8785,43.4846,23.3474,15.5007,28.9069,-59.9937,-41.8564,-66.8566,1.4065,-47.5583,16.4099,-13.0803,-2.0602,88.8020,73.2952
-3992.1875,-38.8649,-613.9740,-17.2907,10.9085,1.7613,52.4799,31.3352,10.6252,68.6555,52.1760,109.3234,54.7027,86.1501,60.6788,121.9584,76.7191,142.0264,46.9527,34.3244,-122.3296
-3984.3750,138.6644,-362.0468,88.3235,82.0055,108.2320,11.9876,176.3645,7.0523,64.1171,13.9171,31.8058,-58.6042,54.6653,-124.9110,-28.3670,-108.8455,37.2752,-231.9227,143.0083,-13.8095
-3976.5625,-66.7277,105.0807,-52.9806,87.1890,-69.2083,-55.4185,-146.5257,-95.4307,-52.7088,-54.3728,73.3747,130.1944,19.3010,-9.3995,50.3984,6.6950,114.6266,54.3184,-96.2194,-6.1692
-3968.7500,165.1832,-819.5942,195.0289,107.6764,105.6565,-27.5187,29.8839,-66.6196,50.0884,-22.3689,213.2618,48.3070,184.8318,-15.5826,190.4903,-36.4626,65.2906,-170.1397,-38.1493,-159.2476
-3960.9375,56.5644,202.2122,73.4989,35.6125,21.9847,-111.1780,-53.2409,-39.3641,-30.4792,-44.7272,19.5905,-71.1470,19.8013,-25.3331,32.0165,-46.1874,-6.6110,-66.1752,-73.6263,16.1402
-3953.1250,-13.3756,-425.2513,116.6526,34.2467,29.9913,6.8616,-153.7009,-67.4182,-17.9744,-51.6743,173.6224,83.1213,141.4789,93.6374,188.2501,-1.1986,170.2044,74.5244,-141.4276,-157.7717
-3945.3125,209.8594,-479.6682,308.9851,10.0382,222.1712,-21.9402,77.0134,-58.3224,33.7963,-62.9978,145.8213,-91.4712,178.8747,-44.2464,122.6434,-174.0715,42.1659,-263.6601,12.9348,-73.5435
-3937.5000,34.0356,228.9598,48.2558,-59.2321,35.2914,-96.8008,-180.3351,-169.2865,-95.9490,-137.9947,142.9580,52.8852,84.1322,101.8170,120.9708,-65.9967,79.0725,18.1151,-194.7588,-0.3429
-3929.6875,183.3109,-743.4031,173.6330,18.5976,162.5081,-7.5522,-16.5904,-116.1582,-8.8790,-99.1957,269.2201,69.3546,216.2449,118.9957,210.4200,-85.8139,17.0970,-148.9994,-149.3582,-166.0642
-3921.8750,135.6633,163.2746,40.0788,-28.5245,101.7870,-103.2596,35.2285,-137.9796,-63.9086,-117.8473,63.5269,-26.1439,37.9049,59.2125,4.9139,-107.6002,-133.8501,-195.1005,-123.8936,70.2770
-3914.0625,-27.5606,-171.5463,-52.0503,-87.2113,10.4921,-84.5203,-91.5305,-154.3600,-40.3545,-95.0934,118.2769,175.8273,84.2856,226.8965,206.8668,22.0816,-16.3338,64.2805,-213.9931,-55.9287
-3906.2500,208.7365,-458.9959,153.3463,-62.3912,217.7160,-61.2686,191.2410,-93.2374,47.9709,-62.7813,31.5400,15.2949,110.3550,30.0869,120.3332,-136.7413,-165.3158,-261.8590,-11.5780,6.3452
-3898.4375,-53.1703,408.4327,-127.4628,-79.7778,48.7388,-121.2244,-87.1893,-152.3166,-78.4270,-93.8931,-64.4120,67.5584,-33.9933,82.0746,24.5809,-11.7698,-75.5105,38.7928,-131.3702,132.4399
-3890.6250,15.8627,-607.2544,25.6790,24.7834,92.7050,-4.2277,-4.6845,-71.4566,23.5959,-33.6214,126.6122,74.7933,134.3244,91.0316,178.7975,-3.8361,-5.7375,3.4089,-95.2266,-41.5311
-3882.8125,58.6213,71.7114,24.5465,-2.9587,55.3972,-4.5385,-3.4469,3.1014,-23.5187,-30.1779,-20.6590,-72.2875,5.7097,-19.3260,-5.2774,-40.2197,-208.2817,-93.3179,-50.3692,143.2062
-3875.0000,-159.4506,-37.0671,-125.4029,-81.5121,-131.7276,65.3426,-189.0353,36.8455,-46.9933,9.7536,49.2702,107.8463,-15.3314,162.5283,64.8523,141.6058,-74.6144,180.1934,-125.3286,32.1512
-3867.1875,77.9902,-674.4777,86.1698,-55.5519,44.6617,58.7349,135.8810,105.0870,91.3212,57.1958,78.7192,-45.5128,85.1615,8.8908,95.5061,-12.0673,-152.4444,-143.8066,78.2119,-9.4277
-3859.3750,-96.6089,280.1218,-138.3055,-54.6456,-104.9896,56.0764,-86.2532,101.2752,-12.5149,26.9661,-70.9017,-48.9274,-66.0684,-29.8052,-17.9017,22.1984,-80.3394,103.1328,10.6955,98.9608
-3851.5625,-56.6202,-658.7230,-14.1888,55.8643,-54.0495,181.0262,-32.8136,118.0537,68.8313,80.1482,91.0937,40.2848,74.4608,23.1108,107.3113,75.0776,31.3836,109.7025,54.7605,-104.0671
-3843.7500,47.8067,-234.2452,87.3681,53.7800,48.3148,136.3742,144.0511,111.2315,74.8546,75.7890,-63.4966,-77.1168,-0.8232,-93.5946,-46.0727,-5.6592,-74.5071,-136.3699,125.2382,37.3012
-3835.9375,-148.7853,-75.6874,-42.0869,31.6887,-117.3302,79.7141,-131.1120,18.4027,-1.9115,41.0487,-10.0946,159.4961,-13.5699,107.7029,80.5362,159.6126,115.6049,158.5879,-105.3031,-17.3215
-3828.1250,153.1362,-894.7593,276.9777,122.1156,92.5395,106.5660,154.2283,-26.9285,87.0542,6.9897,126.8314,76.6202,157.1181,24.5036,144.6657,-32.6141,66.2299,-171.9582,-47.3538,-135.4700
-3820.3125,61.5695,143.6989,174.5587,66.0481,-9.0797,-31.0852,-19.9242,-127.7616,-64.8818,-62.8083,-10.7531,48.2248,-23.6086,-39.2118,-103.7148,-24.3508,46.3473,-16.0252,-100.9050,21.8904
-3812.5000,72.1381,-580.7082,229.2835,111.1357,-26.5643,60.4187,-108.9578,-145.4580,-46.3234,-42.3758,191.8214,142.0028,93.6584,54.2378,25.0721,70.0763,162.6359,29.0956,-124.3263,-177.6136
-3804.6875,199.1383,-379.8268,320.4430,96.6340,138.3799,-31.6665,131.4330,-89.7502,21.8093,-31.0567,62.8070,-60.8247,79.2394,-73.9269,-29.7372,-95.1082,9.3213,-264.4147,39.6634,-83.7346
-3796.8750,-18.4232,145.5823,129.0445,55.5793,-53.2357,-75.3025,-95.7485,-132.5925,-48.1823,-60.5879,18.2260,79.8070,6.5103,30.3630,36.8837,9.1607,144.4618,11.5470,-139.9113,-52.3960
-3789.0625,189.7183,-767.4317,352.3713,157.2442,134.8601,0.7783,92.7686,-91.7363,49.4461,-36.8648,169.3692,46.1582,175.9374,-2.6329,114.2253,-96.8684,213.3224,-202.7878,-34.8007,-194.3891
-3781.2500,128.1842,158.8436,278.0208,130.2092,98.2722,-107.8423,21.6046,-126.5807,-41.7807,-81.5134,-14.1935,46.7948,24.9374,-38.3448,-69.1307,-131.6145,151.4757,-86.8540,-60.3878,-8.0784
-3773.4375,38.8341,-349.6696,228.8633,145.3748,86.8748,26.7367,-99.3900,-175.2363,-61.3975,-91.4269,158.4544,219.6527,118.9215,99.1593,29.7285,-33.1491,273.8444,139.3157,-147.8059,-201.5788
-3765.6250,202.3138,-427.5125,360.5474,133.3572,255.3043,48.1326,108.4364,-79.0936,9.4080,-57.3948,68.9185,-15.6859,130.0911,-62.5387,-21.5993,-157.8941,51.0033,-153.7444,18.5751,-141.3009
-3757.8125,-72.7116,286.2206,31.7269,68.8400,38.2264,15.0226,-145.2583,-75.4562,-68.3140,-62.1102,-1.1279,24.4836,20.9464,-21.7384,18.5592,-6.1413,93.6505,170.6970,-149.5612,-62.5057
-3750.0000,57.9153,-705.4990,173.5697,127.9772,143.7890,84.5705,-0.3189,-5.1719,67.0123,2.0665,105.5096,20.3207,171.4881,-62.2724,198.3984,-46.7310,118.9581,-16.2024,-17.0583,-212.0882
-3742.1875,59.9738,180.1474,127.8395,59.5070,135.7750,-33.4874,-7.9508,-13.4848,-22.4048,-36.3203,-86.4556,-97.4614,11.2772,-142.4240,-30.3527,-89.9346,-18.3583,-46.7418,-48.1445,38.7303
-3734.3750,-90.1876,-72.3735,48.8943,49.8295,-16.4576,34.2571,-194.8118,-91.0021,-80.4544,-60.6860,18.3806,117.5763,24.8449,73.2343,38.7025,51.6795,149.1273,224.5568,-230.4568,-74.6539
-3726.5625,162.9235,-412.7852,274.2253,126.4189,172.5784,39.2684,32.5893,-85.2671,-8.3462,-72.9803,23.4824,-24.1289,108.8091,-67.8605,44.0322,-125.4555,15.8587,-118.9142,-117.5219,-30.8119
-3718.7500,-23.4118,528.4152,36.1076,45.5603,-27.8345,-51.1787,-240.4691,-210.9858,-147.8124,-157.3475,-29.8834,105.7209,-19.4768,-46.4108,-9.1004,-68.0454,110.1281,115.1596,-267.0474,100.5966
-3710.9375,105.4455,-463.2634,178.1966,102.9072,77.9515,55.5829,-133.3436,-213.5143,-64.8275,-152.3143,186.9771,139.7967,175.4937,-12.7457,170.9946,-108.4271,205.6147,34.4502,-276.3953,-84.8198
-3703.1250,207.9437,204.5891,202.9304,63.8635,177.3704,7.9444,-68.5922,-187.4415,-123.1555,-175.7265,29.4440,-54.5372,68.8238,-169.5011,-60.3103,-191.2284,26.6854,-38.7017,-242.1357,89.3612
-3695.3125,-32.7222,213.3450,28.5052,69.6687,3.6259,91.1523,-351.0269,-176.5253,-189.2005,-157.0019,75.7555,103.0043,38.0711,24.6077,-13.7691,2.8354,173.6084,319.0317,-376.0522,-8.6069
-3687.5000,174.2829,-456.3983,245.7551,134.1395,184.5444,161.0291,-59.8065,-32.9544,-53.8882,-77.3648,35.7379,-47.7909,105.0640,-51.6316,-16.5556,-110.4479,64.1818,-37.5955,-168.3246,-46.9521
